"country","year","gdp","gwth","share","tax"
1,1921,4910.7998046875,3.03875494003296,11.6300001144409,11.1000003814697
1,1922,5063.7001953125,-0.748446524143219,10.6800003051758,11
1,1923,5192,2.61418509483337,11.7600002288818,10.6999998092651
1,1924,5417.39990234375,3.22001004219055,11.6700000762939,9.30000019073486
1,1925,5553.10009765625,-1.04517698287964,11.3100004196167,9.10000038146973
1,1926,5572.60009765625,-2.73708391189575,11.0699996948242,9.39999961853027
1,1927,5543.7998046875,-2.81085300445557,11.6800003051758,8.19999980926514
1,1928,5451.7998046875,-2.90390205383301,11.8500003814697,8.5
1,1929,5263,-4.15417718887329,10.6700000762939,8.5
1,1930,4708.2998046875,-5.68144512176514,9.75,10.3000001907349
1,1931,4353.60009765625,-1.33496105670929,9.34000015258789,11.6999998092651
1,1932,4563.7998046875,3.92506694793701,9.27000045776367,10
1,1933,4842.39990234375,3.94124007225037,10.3199996948242,10.3999996185303
1,1934,5059.89990234375,3.1879301071167,10.3599996566772,10.5
1,1935,5317.60009765625,3.6549379825592,10.539999961853,11.8999996185303
1,1936,5515.7998046875,4.40088176727295,11.2799997329712,12.5
1,1937,5745.7001953125,2.2614860534668,9.82999992370605,12.6999998092651
1,1938,5886.2998046875,-0.430054187774658,10.3900003433228,9.19999980926514
1,1939,5845.60009765625,2.38505911827087,10.7299995422363,22.8999996185303
1,1940,6166.10009765625,7.8479208946228,10.3000001907349,24.2999992370605
1,1941,6788.2001953125,10.3387002944946,10.7799997329712,33.5999984741211
1,1942,7505.5,6.39864778518677,10.4300003051758,41.7999992370605
1,1943,7702.7998046875,-0.943071722984314,10.4499998092651,42.7000007629395
1,1944,7362,-5.21700477600098,9.02999973297119,41.2999992370605
1,1945,6916.89990234375,-5.3722128868103,8.4399995803833,35.5
1,1946,6594.89990234375,-1.86872601509094,9.51000022888184,28
1,1947,6664.39990234375,2.80954504013062,10.6199998855591,29.2999992370605
1,1948,6967.5,4.19893884658813,10.8000001907349,28.8999996185303
1,1949,7236.7998046875,3.70309901237488,11.2600002288818,23.8999996185303
1,1950,7411.60009765625,2.39733791351318,14.1300001144409,42.7000007629395
1,1951,7507.2998046875,-0.175466597080231,9.07999992370605,36.7000007629395
1,1952,7417.7998046875,-0.353674709796906,8.98999977111816,37
1,1953,7505.2998046875,2.54936194419861,8.71000003814697,32.5999984741211
1,1954,7790.60009765625,3.6209180355072,8.0600004196167,32.5999984741211
1,1955,8027.39990234375,2.05321788787842,7.53999996185303,29.8999996185303
1,1956,8108.2998046875,0.352456599473953,7.90999984741211,29.7000007629395
1,1957,8090.2001953125,1.16649103164673,7.03999996185303,29.7999992370605
1,1958,8305.5,3.28285002708435,7.44000005722046,31.2000007629395
1,1959,8628.400390625,2.91556692123413,7.3899998664856,31.1000003814697
1,1960,8790.900390625,0.196517005562782,7.09000015258789,33
1,1961,8653.099609375,1.37668704986572,7.09999990463257,31.3999996185303
1,1962,9026.7998046875,4.22443199157715,7.23000001907349,32.5
1,1963,9399.900390625,4.45048999786377,7.3600001335144,34.4000015258789
1,1964,9848.900390625,3.90709805488586,6.84000015258789,35.9000015258789
1,1965,10151.900390625,1.76769399642944,6.69000005722046,55
1,1966,10241.2998046875,2.72500801086426,6.46999979019165,55
1,1967,10732.7001953125,4.47375392913818,6.57999992370605,57.9000015258789
1,1968,11148.2998046875,3.95451688766479,6.38000011444092,57.9000015258789
1,1969,11561,4.08844614028931,6.25,57.9000015258789
1,1970,12023.5,2.08345890045166,5.92000007629395,56.4000015258789
1,1971,12289.5,0.473410993814468,5.92000007629395,56.4000015258789
1,1972,12404.400390625,2.4202299118042,6.05999994277954,60.2999992370605
1,1973,12878.099609375,2.32331895828247,5.67000007629395,64
1,1974,12985.099609375,1.15223705768585,5.21999979019165,64
1,1975,13169.7998046875,2.22749590873718,5.13000011444092,65
1,1976,13558.7998046875,1.43123805522919,4.98999977111816,60
1,1977,13546.400390625,0.809112071990967,4.92000007629395,46
1,1978,13768.7001953125,2.92611908912659,4.86999988555908,47.5
1,1979,14319.5,2.40762090682983,4.82999992370605,61.0999984741211
1,1980,14411.7998046875,1.51911997795105,4.78999996185303,60
1,1981,14660.2998046875,0.195463895797729,4.6100001335144,60
1,1982,14390.7001953125,-1.5947300195694,4.67000007629395,60
1,1983,14196.7998046875,2.11542105674744,4.67999982833862,60
1,1984,14995.2998046875,4.62076616287231,4.75,60
1,1985,15545.900390625,2.11313390731812,5.01999998092651,60
1,1986,15640.7001953125,1.98745703697205,5.3899998664856,57.0999984741211
1,1987,16172.7998046875,3.07291197776794,6.67000007629395,49
1,1988,16630.400390625,2.7218029499054,8.40999984741211,49
1,1989,17092.69921875,1.31988704204559,6.42999982833862,48
1,1990,17106,-1.04729199409485,6.34000015258789,47
1,1991,16915.30078125,-0.38802769780159,6.40999984741211,47
1,1992,17307.599609375,2.09215807914734,6.55000019073486,47
1,1993,17771.80078125,3.34351706504822,6.96000003814697,47
1,1994,18309,3.50113606452942,7.13000011444092,47
1,1995,18854.69921875,2.88568210601807,7.23000001907349,47
1,1996,19322,2.45476794242859,7.23999977111816,47
1,1997,19947.599609375,3.26253604888916,7.80999994277954,47
1,1998,20779,3.82860398292542,7.84000015258789,47
1,1999,21333.599609375,2.76090502738953,8.84000015258789,47
1,2000,21549.30078125,1.74483001232147,9.02999973297119,47
2,1921,3357,-13.0640697479248,17.6000003814697,4.19999980926514
2,1922,3793.10009765625,12.9917802810669,15.1700000762939,4.19999980926514
2,1923,3976,4.81953907012939,14.3800001144409,4.19999980926514
2,1924,3977,0.0267035998404026,14.5299997329712,3.20000004768372
2,1925,4340.2998046875,9.13388156890869,13.1800003051758,2
2,1926,4497.10009765625,3.61224794387817,14.0100002288818,1.79999995231628
2,1927,4847,7.78151798248291,14.6899995803833,1.60000002384186
2,1928,5171.60009765625,6.69678115844727,15.3199996948242,2.40000009536743
2,1929,5065.39990234375,-2.05243110656738,15.6400003433228,2.40000009536743
2,1930,4810.60009765625,-5.03097677230835,16.1000003814697,1.60000002384186
2,1931,4003.69995117188,-16.773609161377,16.6000003814697,3.20000004768372
2,1932,3671.5,-8.29833793640137,17.6700000762939,4
2,1933,3370.39990234375,-8.19965839385986,18.0300006866455,4
2,1934,3691,9.51290321350098,17.5,4
2,1935,3950.60009765625,7.03314399719238,16.9899997711182,4
2,1936,4124.2001953125,4.39376020431519,17.4500007629395,4
2,1937,4473.39990234375,8.46719264984131,16.2600002288818,5
2,1938,4545.89990234375,1.62066698074341,18.4099998474121,5
2,1939,4768.10009765625,4.88839101791382,16.8799991607666,6
2,1940,5368.2001953125,12.5859403610229,14.710000038147,19
2,1941,6050.7998046875,12.7140598297119,13.3000001907349,37
2,1942,7033.39990234375,16.2394008636475,11.3000001907349,29
2,1943,7262.7998046875,3.26134490966797,10.7200002670288,58
2,1944,7442.60009765625,2.47567892074585,10.0100002288818,58
2,1945,7133,-4.15997314453125,10.121000289917,55.7000007629395
2,1946,6931.2001953125,-2.82785105705261,10.7239999771118,48.7000007629395
2,1947,7088.2001953125,2.26463294029236,10.9930000305176,35
2,1948,7065.2998046875,-0.322879791259766,10.3900003433228,31
2,1949,7064.10009765625,-0.0176020991057158,10.6850004196167,26
2,1950,7291.5,5.28108501434326,10.8780002593994,26
2,1951,7533.5,3.34115290641785,10.0319995880127,33
2,1952,7833,3.98984003067017,9.84500026702881,35.5
2,1953,7984.2998046875,1.92282104492188,9.87600040435791,31
2,1954,7699.39990234375,-3.53680109977722,10.331000328064,28.5
2,1955,8201.2998046875,6.4958667755127,10.1890001296997,32.5
2,1956,8651.900390625,5.45521306991577,9.625,31.5
2,1957,8606.7001953125,-0.522474527359009,9.63899993896484,31.5
2,1958,8534,-0.844996988773346,9.88899993896484,31.5
2,1959,8676.2001953125,1.66652798652649,9.73499965667725,32.5
2,1960,8752.5,1.09923803806305,9.76799964904785,33.5
2,1961,8832.7001953125,0.87365460395813,9.92599964141846,38.5
2,1962,9276.900390625,5.01955318450928,9.37100028991699,38.5
2,1963,9566.400390625,3.12807297706604,9.14200019836426,38.5
2,1964,9999.400390625,4.53352117538452,9.38199996948242,43.5
2,1965,10472.900390625,4.72707986831665,9.20100021362305,43.5
2,1966,10946.099609375,4.5099401473999,8.90799999237061,43.5
2,1967,11078.2998046875,1.20912504196167,8.99699974060059,43.5
2,1968,11479.099609375,3.58516597747803,9.03499984741211,44
2,1969,11912.400390625,3.76765704154968,9.00800037384033,45.2999992370605
2,1970,12050.5,1.15781605243683,8.9689998626709,45.2999992370605
2,1971,12561.900390625,2.07486891746521,8.86600017547607,49.7000007629395
2,1972,13072.5,4.06018877029419,8.7480001449585,49
2,1973,13837.900390625,5.85507822036743,8.79599952697754,48.9000015258789
2,1974,14204.7001953125,2.69647002220154,8.8120002746582,50.9000015258789
2,1975,14316.2998046875,0.743599593639374,8.74100017547607,50.9000015258789
2,1976,14902.400390625,4.09104013442993,8.07800006866455,50.9000015258789
2,1977,15222.7001953125,2.15313410758972,7.74200010299683,51.7999992370605
2,1978,15680.2001953125,3.00506711006165,7.60200023651123,51.7999992370605
2,1979,16170.099609375,3.12289690971375,7.71500015258789,51.7999992370605
2,1980,16175.7001953125,0.03602359816432,8.0600004196167,51.7999992370605
2,1981,16472.400390625,1.83325803279877,7.80000019073486,52.5999984741211
2,1982,15779.400390625,-4.20767402648926,8.45499992370605,50.2999992370605
2,1983,16076.400390625,1.88385498523712,8.21399974822998,50.2999992370605
2,1984,16835.80078125,4.72171306610107,8.28499984741211,50.2999992370605
2,1985,17582.099609375,4.43168020248413,8.21399974822998,52
2,1986,17862.099609375,1.99443101882935,8.24400043487549,54.9000015258789
2,1987,18348.19921875,2.70381808280945,8.39700031280518,52.5
2,1988,18993.099609375,3.49870800971985,9.33500003814697,46.0999984741211
2,1989,19108.5,0.588309526443481,10.0100002288818,47.2000007629395
2,1990,18872.400390625,-1.2537579536438,9.34799957275391,48.2000007629395
2,1991,18255.19921875,-3.06450510025024,9.36499977111816,48.7999992370605
2,1992,18152.69921875,-0.31896761059761,9.3129997253418,49.0999984741211
2,1993,18323.30078125,1.13955402374268,9.55500030517578,51.5
2,1994,18980.30078125,3.52744197845459,9.59200000762939,51.5
2,1995,19273.69921875,1.62661099433899,10.0019998550415,52.2999992370605
2,1996,19346.19921875,0.511108815670013,10.6239995956421,52
2,1997,19952.599609375,3.13733291625977,11.5240001678467,49
2,1998,20547.900390625,3.25620198249817,12.1770000457764,49.4000015258789
2,1999,21470.599609375,4.48198986053467,12.6169996261597,48.2999992370605
2,2000,22366.19921875,3.64025211334229,13.5620002746582,47.9000015258789
3,1921,5128.10009765625,-8.28244400024414,15.4700002670288,10.5
3,1922,4841.10009765625,-2.75640106201172,14.4300003051758,8.19999980926514
3,1923,5144.5,4.61907482147217,14.9899997711182,6.80000019073486
3,1924,5142.89990234375,0.700025200843811,14.9200000762939,5.80000019073486
3,1925,5291.60009765625,0.28550660610199,15.1599998474121,5.69999980926514
3,1926,4904.7998046875,-6.65233087539673,14.8699998855591,5.59999990463257
3,1927,4682.7001953125,-1.07330298423767,14.6400003433228,6.90000009536743
3,1928,5140.89990234375,7.79507207870483,15.6199998855591,7.09999990463257
3,1929,5262.2001953125,0.299639612436295,15.0500001907349,6.90000009536743
3,1930,4960.10009765625,-6.70639419555664,14.5500001907349,6.80000019073486
3,1931,4475.10009765625,-8.28133010864258,14.6599998474121,7.5
3,1932,4327.2001953125,-1.09785401821136,14.7799997329712,8.19999980926514
3,1933,4576,5.34317398071289,14.8900003433228,8.89999961853027
3,1934,4767.7998046875,4.1471209526062,14.3699998855591,7.30000019073486
3,1935,4959.39990234375,7.55360794067383,14.3000001907349,8.10000038146973
3,1936,5839.7998046875,14.0122499465942,14.6599998474121,12.8000001907349
3,1937,6101.60009765625,4.85115623474121,11.8800001144409,12.5
3,1938,6462.2001953125,4.35796594619751,10.6800003051758,12.3999996185303
3,1939,6459.7001953125,-0.645286500453949,11.3000001907349,16.7000007629395
3,1940,6300.39990234375,-2.52847409248352,10.789999961853,21.6000003814697
3,1941,6128.7998046875,0.470583200454712,10.3999996185303,24.1800003051758
3,1942,6761.5,8.21040153503418,10.0100002288818,26.7600002288818
3,1943,6928,1.61448299884796,9.61999988555908,29.3400001525879
3,1944,6868,-0.432880312204361,9.22999954223633,31.9200000762939
3,1945,6928.2998046875,1.50348997116089,8.84000015258789,34.5
3,1946,7161.2998046875,4.95282411575317,9.46000003814697,36.5999984741211
3,1947,7846.2998046875,3.87871599197388,9.68000030517578,29.7000007629395
3,1948,6929,-7.09086322784424,9.69999980926514,30.2000007629395
3,1949,7520.60009765625,9.56175327301025,9.97999954223633,31.2999992370605
3,1950,8455.599609375,6.4307599067688,11.3999996185303,69
3,1951,7653.2998046875,-6.85985088348389,9.84000015258789,66
3,1952,7796.2998046875,1.56151294708252,9.89999961853027,63
3,1953,7855.89990234375,3.39075803756714,9.89999961853027,61.5
3,1954,8743.400390625,8.15624332427979,9.53999996185303,60
3,1955,8725.400390625,0.590394616127014,8.76000022888184,60
3,1956,9000.2001953125,2.42101311683655,8.90999984741211,60
3,1957,9045,0.795504987239838,8.64999961853027,60
3,1958,9185.5,2.36592698097229,7.26000022888184,60
3,1959,9630.099609375,3.1519410610199,7.59999990463257,60
3,1960,9465.2001953125,-0.488663911819458,7.44000005722046,60
3,1961,9744.900390625,2.48106503486633,7.34000015258789,60
3,1962,9730.599609375,0.865548014640808,7.25,60
3,1963,10132,3.79774904251099,7.28999996185303,60
3,1964,10418.400390625,3.21280694007874,7.42000007629395,60
3,1965,10878.7001953125,4.48509311676025,6.71999979019165,60
3,1966,11362,1.6837899684906,6.55999994277954,60
3,1967,10682,-4.9393482208252,6.59000015258789,60
3,1968,10545.5,1.47379004955292,6.71999979019165,66
3,1969,11511.2001953125,6.05958414077759,6.69999980926514,67
3,1970,11189.2998046875,-1.2533620595932,6.6399998664856,70.3000030517578
3,1971,11576.2001953125,3.30298495292664,6.42999982833862,53.2999992370605
3,1972,11850.400390625,3.16260099411011,7.07999992370605,46.2999992370605
3,1973,12424.2001953125,4.7042818069458,7.46999979019165,45
3,1974,12879.2998046875,2.09015107154846,7.55000019073486,50
3,1975,12488.599609375,-1.83597803115845,6.55999994277954,57.2000007629395
3,1976,12648.2998046875,-0.212880194187164,7.48000001907349,60
3,1977,11989,-3.89015197753906,6.13000011444092,59.2000007629395
3,1978,12033.900390625,0.716028392314911,6.11999988555908,58.5
3,1979,12284.2001953125,1.42974305152893,5.76999998092651,60
3,1980,12346.7001953125,1.48027002811432,5.65000009536743,60
